User-ID,Location,Age
35859,"duluth, minnesota, usa",NULL
35859,"duluth, minnesota, usa",NULL
35859,"duluth, minnesota, usa",NULL
35859,"duluth, minnesota, usa",NULL
35859,"duluth, minnesota, usa",NULL
35859,"duluth, minnesota, usa",NULL
35859,"duluth, minnesota, usa",NULL
35859,"duluth, minnesota, usa",NULL
35859,"duluth, minnesota, usa",NULL
35859,"duluth, minnesota, usa",NULL
35859,"duluth, minnesota, usa",NULL
35859,"duluth, minnesota, usa",NULL
35859,"duluth, minnesota, usa",NULL
35859,"duluth, minnesota, usa",NULL
35859,"duluth, minnesota, usa",NULL
35859,"duluth, minnesota, usa",NULL
35859,"duluth, minnesota, usa",NULL
35859,"duluth, minnesota, usa",NULL
35859,"duluth, minnesota, usa",NULL
35859,"duluth, minnesota, usa",NULL
35859,"duluth, minnesota, usa",NULL
35859,"duluth, minnesota, usa",NULL
35859,"duluth, minnesota, usa",NULL
35859,"duluth, minnesota, usa",NULL
35859,"duluth, minnesota, usa",NULL
35859,"duluth, minnesota, usa",NULL
35859,"duluth, minnesota, usa",NULL
35859,"duluth, minnesota, usa",NULL
35859,"duluth, minnesota, usa",NULL
35859,"duluth, minnesota, usa",NULL
35859,"duluth, minnesota, usa",NULL
35859,"duluth, minnesota, usa",NULL
35859,"duluth, minnesota, usa",NULL
35859,"duluth, minnesota, usa",NULL
35859,"duluth, minnesota, usa",NULL
35859,"duluth, minnesota, usa",NULL
35859,"duluth, minnesota, usa",NULL
35859,"duluth, minnesota, usa",NULL
35859,"duluth, minnesota, usa",NULL
35859,"duluth, minnesota, usa",NULL
35859,"duluth, minnesota, usa",NULL
35859,"duluth, minnesota, usa",NULL
35859,"duluth, minnesota, usa",NULL
35859,"duluth, minnesota, usa",NULL
35859,"duluth, minnesota, usa",NULL
35859,"duluth, minnesota, usa",NULL
35859,"duluth, minnesota, usa",NULL
35859,"duluth, minnesota, usa",NULL
35859,"duluth, minnesota, usa",NULL
35859,"duluth, minnesota, usa",NULL
35859,"duluth, minnesota, usa",NULL
35859,"duluth, minnesota, usa",NULL
35859,"duluth, minnesota, usa",NULL
35859,"duluth, minnesota, usa",NULL
35859,"duluth, minnesota, usa",NULL
35859,"duluth, minnesota, usa",NULL
35859,"duluth, minnesota, usa",NULL
35859,"duluth, minnesota, usa",NULL
35859,"duluth, minnesota, usa",NULL
35859,"duluth, minnesota, usa",NULL
35859,"duluth, minnesota, usa",NULL
35859,"duluth, minnesota, usa",NULL
35859,"duluth, minnesota, usa",NULL
35859,"duluth, minnesota, usa",NULL
35859,"duluth, minnesota, usa",NULL
35859,"duluth, minnesota, usa",NULL
35859,"duluth, minnesota, usa",NULL
35859,"duluth, minnesota, usa",NULL
35859,"duluth, minnesota, usa",NULL
35865,"calgary, alberta, canada",57
35869,"st. louis, missouri, usa",40
35904,"roanoke, virginia, usa",24
35910,"bakersfield, california, usa",16
35918,"reno, nevada, usa",NULL
35918,"reno, nevada, usa",NULL
35918,"reno, nevada, usa",NULL
35918,"reno, nevada, usa",NULL
35918,"reno, nevada, usa",NULL
35931,"panama city, florida, usa",39
35931,"panama city, florida, usa",39
35945,"jax, florida, usa",NULL
35953,"forest grove, oregon, usa",37
35966,"norfolk, virginia, usa",NULL
35980,"corroios, lisboa, portugal",49
35996,"lafayette, indiana, usa",48
35996,"lafayette, indiana, usa",48
35998,"san francisco, california, usa",25
35998,"san francisco, california, usa",25
36003,"shah alam, selangor, malaysia",26
36003,"shah alam, selangor, malaysia",26
36003,"shah alam, selangor, malaysia",26
36003,"shah alam, selangor, malaysia",26
36003,"shah alam, selangor, malaysia",26
36003,"shah alam, selangor, malaysia",26
36003,"shah alam, selangor, malaysia",26
36003,"shah alam, selangor, malaysia",26
36003,"shah alam, selangor, malaysia",26
36003,"shah alam, selangor, malaysia",26
36041,"folsom, california, usa",46
36043,"new york, new york, usa",30
36043,"new york, new york, usa",30
36043,"new york, new york, usa",30
36043,"new york, new york, usa",30
36064,"berkshire, england, united kingdom",29
36114,"royal oak, michigan, usa",15
36124,"goodyear, az, usa",NULL
36135,"charleston, south carolina, usa",NULL
36135,"charleston, south carolina, usa",NULL
36148,"new hamburg, ontario, canada",52
36152,"valdosta, georgia, usa",NULL
36157,"austin, texas, usa",NULL
36188,"portland, oregon, usa",NULL
36197,"topeka, kansas, usa",44
36225,"chester, virginia, usa",38
36226,"pittsburgh, pennsylvania, usa",49
36231,"la crescenta, california, usa",60
36256,"amarillo, texas, usa",39
36256,"amarillo, texas, usa",39
36256,"amarillo, texas, usa",39
36256,"amarillo, texas, usa",39
36265,"crestview, , usa",37
36286,"kl, kl, malaysia",21
36286,"kl, kl, malaysia",21
36288,"oakland, california, usa",27
36288,"oakland, california, usa",27
36299,"austin, texas, usa",50
36299,"austin, texas, usa",50
36299,"austin, texas, usa",50
36326,"calgary, alberta, canada",33
36327,"wirtz, virginia, usa",NULL
36327,"wirtz, virginia, usa",NULL
36327,"wirtz, virginia, usa",NULL
36327,"wirtz, virginia, usa",NULL
36327,"wirtz, virginia, usa",NULL
36327,"wirtz, virginia, usa",NULL
36357,"burbank, california, usa",NULL
36400,"kot addu, punjab, pakistan",28
36413,"takahagi, ibaraki, japan",32
36417,"grand falls/windsor, newfoundland, canada",53
36441,"denver, colorado, usa",20
36441,"denver, colorado, usa",20
36441,"denver, colorado, usa",20
36442,"menlo park, california, usa",NULL
36472,"detroit, michigan, usa",37
36484,"palmdale, california, usa",52
36491,"glens falls, new york, usa",42
36502,"surrey, british columbia, canada",NULL
36506,"cincinnati, ,",NULL
36506,"cincinnati, ,",NULL
36510,"white springs, florida, usa",NULL
36540,"norristown, pennsylvania, usa",32
36547,"peoria, illinois, usa",45
36554,"carrboro, north carolina, usa",48
36554,"carrboro, north carolina, usa",48
36554,"carrboro, north carolina, usa",48
36562,"las cruces, new mexico, usa",23
36568,"greenbelt, ,",1
36582,"gig harbor, ,",57
36606,"san marcos, california, usa",39
36606,"san marcos, california, usa",39
36606,"san marcos, california, usa",39
36606,"san marcos, california, usa",39
36606,"san marcos, california, usa",39
36606,"san marcos, california, usa",39
36606,"san marcos, california, usa",39
36606,"san marcos, california, usa",39
36606,"san marcos, california, usa",39
36606,"san marcos, california, usa",39
36606,"san marcos, california, usa",39
36606,"san marcos, california, usa",39
36606,"san marcos, california, usa",39
36606,"san marcos, california, usa",39
36606,"san marcos, california, usa",39
36606,"san marcos, california, usa",39
36606,"san marcos, california, usa",39
36606,"san marcos, california, usa",39
36606,"san marcos, california, usa",39
36606,"san marcos, california, usa",39
36606,"san marcos, california, usa",39
36606,"san marcos, california, usa",39
36606,"san marcos, california, usa",39
36606,"san marcos, california, usa",39
36606,"san marcos, california, usa",39
36606,"san marcos, california, usa",39
36606,"san marcos, california, usa",39
36606,"san marcos, california, usa",39
36606,"san marcos, california, usa",39
36606,"san marcos, california, usa",39
36606,"san marcos, california, usa",39
36606,"san marcos, california, usa",39
36606,"san marcos, california, usa",39
36606,"san marcos, california, usa",39
36606,"san marcos, california, usa",39
36606,"san marcos, california, usa",39
36606,"san marcos, california, usa",39
36606,"san marcos, california, usa",39
36606,"san marcos, california, usa",39
36606,"san marcos, california, usa",39
36606,"san marcos, california, usa",39
36606,"san marcos, california, usa",39
36606,"san marcos, california, usa",39
36606,"san marcos, california, usa",39
36606,"san marcos, california, usa",39
36606,"san marcos, california, usa",39
36606,"san marcos, california, usa",39
36606,"san marcos, california, usa",39
36606,"san marcos, california, usa",39
36606,"san marcos, california, usa",39
36606,"san marcos, california, usa",39
36606,"san marcos, california, usa",39
36606,"san marcos, california, usa",39
36606,"san marcos, california, usa",39
36606,"san marcos, california, usa",39
36606,"san marcos, california, usa",39
36606,"san marcos, california, usa",39
36606,"san marcos, california, usa",39
36609,"zachary, louisiana, usa",32
36609,"zachary, louisiana, usa",32
36609,"zachary, louisiana, usa",32
36609,"zachary, louisiana, usa",32
36609,"zachary, louisiana, usa",32
36609,"zachary, louisiana, usa",32
36609,"zachary, louisiana, usa",32
36609,"zachary, louisiana, usa",32
36609,"zachary, louisiana, usa",32
36609,"zachary, louisiana, usa",32
36609,"zachary, louisiana, usa",32
36609,"zachary, louisiana, usa",32
36609,"zachary, louisiana, usa",32
36609,"zachary, louisiana, usa",32
36609,"zachary, louisiana, usa",32
36609,"zachary, louisiana, usa",32
36609,"zachary, louisiana, usa",32
36609,"zachary, louisiana, usa",32
36609,"zachary, louisiana, usa",32
36609,"zachary, louisiana, usa",32
36609,"zachary, louisiana, usa",32
36623,"valparaiso, indiana, usa",NULL
36624,"gilsum, new hampshire, usa",NULL
36632,"littleton, colorado, usa",NULL
36656,"manila, \n/a`, philippines""",28
36673,"hudson, new hampshire, usa",48
36673,"hudson, new hampshire, usa",48
36673,"hudson, new hampshire, usa",48
36673,"hudson, new hampshire, usa",48
36673,"hudson, new hampshire, usa",48
36677,"studio city, california, usa",28
36698,"phoenix, arizona, usa",52
36701,"belleville, ontario, canada",65
36704,"merritt island, florida, usa",30
36708,"sacramento, california, usa",23
36708,"sacramento, california, usa",23
36715,"lexington, kentucky, usa",NULL
36715,"lexington, kentucky, usa",NULL
36715,"lexington, kentucky, usa",NULL
36715,"lexington, kentucky, usa",NULL
36715,"lexington, kentucky, usa",NULL
36715,"lexington, kentucky, usa",NULL
36715,"lexington, kentucky, usa",NULL
36715,"lexington, kentucky, usa",NULL
36715,"lexington, kentucky, usa",NULL
36715,"lexington, kentucky, usa",NULL
36715,"lexington, kentucky, usa",NULL
36715,"lexington, kentucky, usa",NULL
36715,"lexington, kentucky, usa",NULL
36715,"lexington, kentucky, usa",NULL
36715,"lexington, kentucky, usa",NULL
36722,"san antonio, texas, usa",NULL
36724,"st andrews, new brunswick, canada",NULL
36748,"galloway, new jersey, usa",28
36749,"newton, mississippi, usa",NULL
36759,"pine beach, new jersey, usa",28
36760,"memphis, tennessee, usa",27
36760,"memphis, tennessee, usa",27
36771,"hobbs, new mexico, usa",61
36771,"hobbs, new mexico, usa",61
36807,"wisconsin rapids, wisconsin, usa",27
36807,"wisconsin rapids, wisconsin, usa",27
36807,"wisconsin rapids, wisconsin, usa",27
36807,"wisconsin rapids, wisconsin, usa",27
36807,"wisconsin rapids, wisconsin, usa",27
36807,"wisconsin rapids, wisconsin, usa",27
36807,"wisconsin rapids, wisconsin, usa",27
36807,"wisconsin rapids, wisconsin, usa",27
36807,"wisconsin rapids, wisconsin, usa",27
36811,"rockwell, north carolina, usa",51
36811,"rockwell, north carolina, usa",51
36817,"south hadley, massachusetts, usa",29
36817,"south hadley, massachusetts, usa",29
36817,"south hadley, massachusetts, usa",29
36817,"south hadley, massachusetts, usa",29
36817,"south hadley, massachusetts, usa",29
36817,"south hadley, massachusetts, usa",29
36836,"raleigh, north carolina, usa",56
36836,"raleigh, north carolina, usa",56
36836,"raleigh, north carolina, usa",56
36836,"raleigh, north carolina, usa",56
36836,"raleigh, north carolina, usa",56
36836,"raleigh, north carolina, usa",56
36836,"raleigh, north carolina, usa",56
36836,"raleigh, north carolina, usa",56
36836,"raleigh, north carolina, usa",56
36836,"raleigh, north carolina, usa",56
36836,"raleigh, north carolina, usa",56
36836,"raleigh, north carolina, usa",56
36836,"raleigh, north carolina, usa",56
36836,"raleigh, north carolina, usa",56
36836,"raleigh, north carolina, usa",56
36836,"raleigh, north carolina, usa",56
36836,"raleigh, north carolina, usa",56
36836,"raleigh, north carolina, usa",56
36836,"raleigh, north carolina, usa",56
36836,"raleigh, north carolina, usa",56
36836,"raleigh, north carolina, usa",56
36836,"raleigh, north carolina, usa",56
36836,"raleigh, north carolina, usa",56
36836,"raleigh, north carolina, usa",56
36836,"raleigh, north carolina, usa",56
36836,"raleigh, north carolina, usa",56
36836,"raleigh, north carolina, usa",56
36836,"raleigh, north carolina, usa",56
36836,"raleigh, north carolina, usa",56
36836,"raleigh, north carolina, usa",56
36836,"raleigh, north carolina, usa",56
36836,"raleigh, north carolina, usa",56
36836,"raleigh, north carolina, usa",56
36836,"raleigh, north carolina, usa",56
36836,"raleigh, north carolina, usa",56
36836,"raleigh, north carolina, usa",56
36836,"raleigh, north carolina, usa",56
36836,"raleigh, north carolina, usa",56
36836,"raleigh, north carolina, usa",56
36836,"raleigh, north carolina, usa",56
36836,"raleigh, north carolina, usa",56
36836,"raleigh, north carolina, usa",56
36836,"raleigh, north carolina, usa",56
36836,"raleigh, north carolina, usa",56
36839,"deland, florida, usa",33
36858,"haarlem, marche, netherlands",NULL
36871,"redmond, washington, usa",35
36907,"dunnville, ontario, canada",39
36907,"dunnville, ontario, canada",39
36907,"dunnville, ontario, canada",39
36907,"dunnville, ontario, canada",39
36907,"dunnville, ontario, canada",39
36907,"dunnville, ontario, canada",39
36907,"dunnville, ontario, canada",39
36907,"dunnville, ontario, canada",39
36907,"dunnville, ontario, canada",39
36907,"dunnville, ontario, canada",39
36907,"dunnville, ontario, canada",39
36907,"dunnville, ontario, canada",39
36907,"dunnville, ontario, canada",39
36907,"dunnville, ontario, canada",39
36909,"red bank, new jersey, usa",NULL
36912,"riverton, new jersey, usa",NULL
36917,"san francisco, california, usa",NULL
36935,"annapolis, maryland, usa",62
36938,"saint paul, minnesota, usa",43
36973,"new york, new york, usa",NULL
36978,"monrovia, maryland, usa",NULL
36978,"monrovia, maryland, usa",NULL
36985,"new bedford, massachusetts, usa",29
37019,"sunnyvale, california, usa",NULL
37019,"sunnyvale, california, usa",NULL
37019,"sunnyvale, california, usa",NULL
37022,"winamac, indiana, usa",NULL
37024,"cambridge, england, united kingdom",34
37074,"westbrook, maine, usa",53
37078,"hamilton, n/a, new zealand",19
37101,"berlin, berlin, germany",28
37129,"victoria, british columbia, canada",31
37133,"springfield, missouri, usa",NULL
37135,"mt. laurel, new jersey, usa",NULL
37147,"north hollywood, california, usa",NULL
37147,"north hollywood, california, usa",NULL
37147,"north hollywood, california, usa",NULL
37193,"willich, nordrhein-westfalen, germany",20
37197,"carson city, nevada, usa",NULL
37204,"harrisburg, pennsylvania, usa",NULL
37227,"hamilton, ohio, usa",27
37227,"hamilton, ohio, usa",27
37227,"hamilton, ohio, usa",27
37235,"lisboa, n/a, portugal",22
37239,"the colony, texas, usa",NULL
37244,"truckee, california, usa",NULL
37244,"truckee, california, usa",NULL
37293,"whitehorse, yukon territory, canada",41
37293,"whitehorse, yukon territory, canada",41
37293,"whitehorse, yukon territory, canada",41
37293,"whitehorse, yukon territory, canada",41
37293,"whitehorse, yukon territory, canada",41
37310,"americus, georgia, usa",33
37310,"americus, georgia, usa",33
37310,"americus, georgia, usa",33
37311,"oroville, california, usa",NULL
37311,"oroville, california, usa",NULL
37311,"oroville, california, usa",NULL
37311,"oroville, california, usa",NULL
37311,"oroville, california, usa",NULL
37311,"oroville, california, usa",NULL
37311,"oroville, california, usa",NULL
37311,"oroville, california, usa",NULL
37320,"toms river, new jersey, usa",23
37338,"anchorage, alaska, usa",NULL
37338,"anchorage, alaska, usa",NULL
37370,"ashland, ohio, usa",49
37370,"ashland, ohio, usa",49
37400,"portland, oregon, usa",27
37400,"portland, oregon, usa",27
37400,"portland, oregon, usa",27
37400,"portland, oregon, usa",27
37400,"portland, oregon, usa",27
37400,"portland, oregon, usa",27
37421,"west winfield, new york, usa",64
37426,"carson city, nevada, usa",55
37426,"carson city, nevada, usa",55
37426,"carson city, nevada, usa",55
37454,"dallas, texas, usa",24
37454,"dallas, texas, usa",24
37454,"dallas, texas, usa",24
37493,"auxvasse, missouri, usa",NULL
37493,"auxvasse, missouri, usa",NULL
37493,"auxvasse, missouri, usa",NULL
37493,"auxvasse, missouri, usa",NULL
37493,"auxvasse, missouri, usa",NULL
37493,"auxvasse, missouri, usa",NULL
37493,"auxvasse, missouri, usa",NULL
37493,"auxvasse, missouri, usa",NULL
37511,"citrus heights, california, usa",25
37512,"tulsa, oklahoma, usa",27
37512,"tulsa, oklahoma, usa",27
37523,"vestal, new york, usa",NULL
37527,"guer, bretagne, france",30
37538,"kuala lumpur, n/a, malaysia",NULL
37538,"kuala lumpur, n/a, malaysia",NULL
37538,"kuala lumpur, n/a, malaysia",NULL
37538,"kuala lumpur, n/a, malaysia",NULL
37538,"kuala lumpur, n/a, malaysia",NULL
37538,"kuala lumpur, n/a, malaysia",NULL
37538,"kuala lumpur, n/a, malaysia",NULL
37538,"kuala lumpur, n/a, malaysia",NULL
37538,"kuala lumpur, n/a, malaysia",NULL
37538,"kuala lumpur, n/a, malaysia",NULL
37538,"kuala lumpur, n/a, malaysia",NULL
37538,"kuala lumpur, n/a, malaysia",NULL
37538,"kuala lumpur, n/a, malaysia",NULL
37538,"kuala lumpur, n/a, malaysia",NULL
37538,"kuala lumpur, n/a, malaysia",NULL
37546,"málaga, málaga, spain",24
37550,"eugene, oregon, usa",19
37556,"wilton, maine, usa",NULL
37556,"wilton, maine, usa",NULL
37556,"wilton, maine, usa",NULL
37556,"wilton, maine, usa",NULL
37556,"wilton, maine, usa",NULL
37560,"kingsville, ontario, canada",26
37560,"kingsville, ontario, canada",26
37560,"kingsville, ontario, canada",26
37560,"kingsville, ontario, canada",26
37567,"medway, kent, united kingdom",36
37567,"medway, kent, united kingdom",36
37567,"medway, kent, united kingdom",36
37567,"medway, kent, united kingdom",36
37567,"medway, kent, united kingdom",36
37567,"medway, kent, united kingdom",36
37567,"medway, kent, united kingdom",36
37573,"los angeles, california, usa",33
37573,"los angeles, california, usa",33
37584,"wyncote, pennsylvania, usa",44
37586,"longmont, colorado, usa",41
37594,"alamogordo, new mexico, usa",35
37605,"south bend, indiana, usa",30
37615,"fountain inn, south carolina, usa",24
37623,"spring, texas, usa",32
37623,"spring, texas, usa",32
37623,"spring, texas, usa",32
37623,"spring, texas, usa",32
37644,"sudbury, massachusetts, usa",18
37644,"sudbury, massachusetts, usa",18
37644,"sudbury, massachusetts, usa",18
37666,"glendive, montana, usa",23
37688,"maadi, cairo, egypt",33
37691,"helsinki, uusimaa, finland",26
37691,"helsinki, uusimaa, finland",26
37693,"stratford, ontario, canada",31
37710,"waite park, minnesota, usa",33
37712,"cincinnati, ohio, usa",23
37712,"cincinnati, ohio, usa",23
37712,"cincinnati, ohio, usa",23
37712,"cincinnati, ohio, usa",23
37712,"cincinnati, ohio, usa",23
37712,"cincinnati, ohio, usa",23
37712,"cincinnati, ohio, usa",23
37712,"cincinnati, ohio, usa",23
37712,"cincinnati, ohio, usa",23
37712,"cincinnati, ohio, usa",23
37712,"cincinnati, ohio, usa",23
37712,"cincinnati, ohio, usa",23
37712,"cincinnati, ohio, usa",23
37712,"cincinnati, ohio, usa",23
37712,"cincinnati, ohio, usa",23
37712,"cincinnati, ohio, usa",23
37712,"cincinnati, ohio, usa",23
37712,"cincinnati, ohio, usa",23
37712,"cincinnati, ohio, usa",23
37712,"cincinnati, ohio, usa",23
37712,"cincinnati, ohio, usa",23
37712,"cincinnati, ohio, usa",23
37712,"cincinnati, ohio, usa",23
37712,"cincinnati, ohio, usa",23
37760,"friendswood, texas, usa",32
37790,"oshawa, ontario, canada",NULL
37790,"oshawa, ontario, canada",NULL
37790,"oshawa, ontario, canada",NULL
37790,"oshawa, ontario, canada",NULL
37790,"oshawa, ontario, canada",NULL
37794,"zachary, louisiana, usa",51
37798,"portland, oregon, usa",51
37798,"portland, oregon, usa",51
37817,"bethlehem, pennsylvania, usa",59
37822,"irvine, ,",58
37841,"s, california, usa",NULL
37844,"regensburg, bavaria, germany",NULL
37874,"williamsburg, virginia, usa",43
37874,"williamsburg, virginia, usa",43
37874,"williamsburg, virginia, usa",43
37874,"williamsburg, virginia, usa",43
37874,"williamsburg, virginia, usa",43
37891,"walden, new york, usa",27
37904,"ballwin, missouri, usa",NULL
37936,"wauwatosa, wisconsin, usa",15
37950,"calgary, alberta, canada",NULL
37950,"calgary, alberta, canada",NULL
37950,"calgary, alberta, canada",NULL
37950,"calgary, alberta, canada",NULL
37950,"calgary, alberta, canada",NULL
37950,"calgary, alberta, canada",NULL
37950,"calgary, alberta, canada",NULL
37950,"calgary, alberta, canada",NULL
37950,"calgary, alberta, canada",NULL
37950,"calgary, alberta, canada",NULL
37950,"calgary, alberta, canada",NULL
37950,"calgary, alberta, canada",NULL
37950,"calgary, alberta, canada",NULL
37950,"calgary, alberta, canada",NULL
37950,"calgary, alberta, canada",NULL
37950,"calgary, alberta, canada",NULL
37950,"calgary, alberta, canada",NULL
37950,"calgary, alberta, canada",NULL
37950,"calgary, alberta, canada",NULL
37950,"calgary, alberta, canada",NULL
37950,"calgary, alberta, canada",NULL
37950,"calgary, alberta, canada",NULL
37950,"calgary, alberta, canada",NULL
37950,"calgary, alberta, canada",NULL
37950,"calgary, alberta, canada",NULL
37968,"roanoke, virginia, usa",50
37968,"roanoke, virginia, usa",50
37968,"roanoke, virginia, usa",50
37974,"rochester, new york, usa",NULL
37974,"rochester, new york, usa",NULL
37974,"rochester, new york, usa",NULL
37974,"rochester, new york, usa",NULL
37989,"union city, california, usa",57
37989,"union city, california, usa",57
37989,"union city, california, usa",57
37989,"union city, california, usa",57
37989,"union city, california, usa",57
37989,"union city, california, usa",57
37989,"union city, california, usa",57
38005,"vallejo, california, usa",58
38007,"mt. view, california, usa",NULL
38020,"festus, missouri, usa",18
38023,"hayward, california, usa",30
38023,"hayward, california, usa",30
38023,"hayward, california, usa",30
38023,"hayward, california, usa",30
38023,"hayward, california, usa",30
38023,"hayward, california, usa",30
38023,"hayward, california, usa",30
38023,"hayward, california, usa",30
38023,"hayward, california, usa",30
38023,"hayward, california, usa",30
38023,"hayward, california, usa",30
38023,"hayward, california, usa",30
38023,"hayward, california, usa",30
38023,"hayward, california, usa",30
38023,"hayward, california, usa",30
38023,"hayward, california, usa",30
38023,"hayward, california, usa",30
38023,"hayward, california, usa",30
38023,"hayward, california, usa",30
38023,"hayward, california, usa",30
38023,"hayward, california, usa",30
38023,"hayward, california, usa",30
38023,"hayward, california, usa",30
38023,"hayward, california, usa",30
38023,"hayward, california, usa",30
38023,"hayward, california, usa",30
38064,"amsterdam, noord holland, netherlands",20
38074,"merida, yucatan, mexico",19
38098,"birmingham, alabama, usa",NULL
38127,"east st kilda, victoria, australia",26
38173,"acton, massachusetts, usa",NULL
38176,"harleysville, pennsylvania, usa",NULL
38213,"san francisco, california, usa",38
38219,"avila, castilla y leon, spain",49
38229,"newport beach, california, usa",23
38229,"newport beach, california, usa",23
38229,"newport beach, california, usa",23
38250,"st. pete beach, florida, usa",NULL
38273,"chandler, arizona, usa",NULL
38273,"chandler, arizona, usa",NULL
38273,"chandler, arizona, usa",NULL
38273,"chandler, arizona, usa",NULL
38273,"chandler, arizona, usa",NULL
38273,"chandler, arizona, usa",NULL
38273,"chandler, arizona, usa",NULL
38281,"barcelona, catalunya, spain",33
38281,"barcelona, catalunya, spain",33
38281,"barcelona, catalunya, spain",33
38281,"barcelona, catalunya, spain",33
38281,"barcelona, catalunya, spain",33
38290,"castro valley, california, usa",NULL
38295,"azusa, california, usa",NULL
38301,"drexel hill, pennsylvania, usa",50
38308,"spring city, utah, usa",NULL
38376,"hampden, maine, usa",28
38405,"bellevue, nebraska, usa",NULL
38418,"porto alegre, n/a, brazil",25
38431,"riverside, illinois, usa",35
38457,"alameda, california, usa",NULL
38464,"tharston, norwich, england, united kingdom",33
38464,"tharston, norwich, england, united kingdom",33
38464,"tharston, norwich, england, united kingdom",33
38464,"tharston, norwich, england, united kingdom",33
38464,"tharston, norwich, england, united kingdom",33
38464,"tharston, norwich, england, united kingdom",33
38464,"tharston, norwich, england, united kingdom",33
38464,"tharston, norwich, england, united kingdom",33
38464,"tharston, norwich, england, united kingdom",33
38482,"lisle, illinois, usa",30
38502,"new york, new york, usa",34
38508,"genova, liguria, italy",27
38544,"newark, delaware, usa",34
38556,"edmonton, alberta, canada",NULL
38556,"edmonton, alberta, canada",NULL
38556,"edmonton, alberta, canada",NULL
38556,"edmonton, alberta, canada",NULL
38556,"edmonton, alberta, canada",NULL
38556,"edmonton, alberta, canada",NULL
38559,"wichita, kansas, usa",28
38589,"santa coloma de gramenet, catalunya, spain",36
38603,"kingston, ontario, canada",45
38612,"el cajon, california, usa",NULL
38618,"calgary, alberta, canada",38
38626,"toronto, ,",NULL
38626,"toronto, ,",NULL
38660,"ottawa, ontario, canada",40
38669,"anderson, indiana, usa",48
38679,"lenexa, kansas, usa",52
38679,"lenexa, kansas, usa",52
38679,"lenexa, kansas, usa",52
38703,"greer, south carolina, usa",49
38703,"greer, south carolina, usa",49
38703,"greer, south carolina, usa",49
38713,"pasco, washington, usa",NULL
38718,"aloha, ,",NULL
38718,"aloha, ,",NULL
38725,"vancouver, british columbia, canada",NULL
38762,"austin, texas, usa",29
38762,"austin, texas, usa",29
38762,"austin, texas, usa",29
38781,"kingsville, texas, usa",31
38781,"kingsville, texas, usa",31
38789,"brooklyn, new york, usa",26
38802,"helsinki, uusimaa, finland",23
38802,"helsinki, uusimaa, finland",23
38802,"helsinki, uusimaa, finland",23
38802,"helsinki, uusimaa, finland",23
38802,"helsinki, uusimaa, finland",23
38802,"helsinki, uusimaa, finland",23
38818,"leeds, west yorkshire, united kingdom",28
38850,"peterborough, cambs, united kingdom",50
38887,"apple valley, minnesota, usa",NULL
38887,"apple valley, minnesota, usa",NULL
38899,"richmond, british columbia, canada",NULL
38899,"richmond, british columbia, canada",NULL
38926,"brisbane, california, usa",NULL
38933,"san diego, california, usa",37
38933,"san diego, california, usa",37
38937,"bend, oregon, usa",70
38950,"berlin, berlin, germany",26
38950,"berlin, berlin, germany",26
38950,"berlin, berlin, germany",26
38950,"berlin, berlin, germany",26
38991,"cumby, texas, usa",68
38991,"cumby, texas, usa",68
38991,"cumby, texas, usa",68
38995,"woodbine, maryland, usa",44
38995,"woodbine, maryland, usa",44
38995,"woodbine, maryland, usa",44
38995,"woodbine, maryland, usa",44
38995,"woodbine, maryland, usa",44
38995,"woodbine, maryland, usa",44
39019,"savannah, georgia, usa",60
39021,"konstanz, baden-wuerttemberg, germany",NULL
39031,"brooklyn, ,",27
39058,"keego harbor, michigan, usa",NULL
39061,"sayville, new york, usa",NULL
39077,"platte city, missouri, usa",29
39077,"platte city, missouri, usa",29
39077,"platte city, missouri, usa",29
39085,"clermont, florida, usa",70
39087,"ann arbor, michigan, usa",57
39116,"niskayuna, new york, usa",NULL
39133,"arlington, massachusetts, usa",44
39154,"washington, pennsylvania, usa",58
39187,"homestead, florida, usa",52
39195,"three rivers, ,",38
39201,"hull, massachusetts, usa",NULL
39219,"port aransas, texas, usa",NULL
39227,"san diego, california, usa",37
39227,"san diego, california, usa",37
39233,"singapore, asia, singapore",13
39281,"morris plains, new jersey, usa",45
39281,"morris plains, new jersey, usa",45
39281,"morris plains, new jersey, usa",45
39281,"morris plains, new jersey, usa",45
39281,"morris plains, new jersey, usa",45
39281,"morris plains, new jersey, usa",45
39281,"morris plains, new jersey, usa",45
39281,"morris plains, new jersey, usa",45
39281,"morris plains, new jersey, usa",45
39281,"morris plains, new jersey, usa",45
39281,"morris plains, new jersey, usa",45
39281,"morris plains, new jersey, usa",45
39281,"morris plains, new jersey, usa",45
39281,"morris plains, new jersey, usa",45
39281,"morris plains, new jersey, usa",45
39281,"morris plains, new jersey, usa",45
39281,"morris plains, new jersey, usa",45
39281,"morris plains, new jersey, usa",45
39281,"morris plains, new jersey, usa",45
39281,"morris plains, new jersey, usa",45
39281,"morris plains, new jersey, usa",45
39281,"morris plains, new jersey, usa",45
39281,"morris plains, new jersey, usa",45
39281,"morris plains, new jersey, usa",45
39281,"morris plains, new jersey, usa",45
39281,"morris plains, new jersey, usa",45
39281,"morris plains, new jersey, usa",45
39281,"morris plains, new jersey, usa",45
39281,"morris plains, new jersey, usa",45
39281,"morris plains, new jersey, usa",45
39284,"redmond, washington, usa",NULL
